email_id,label_original,label_text,template_group_id,split,url_count,ip_address_url_count,urgency_word_count,credential_word_count,action_word_count,money_related_word_count,uppercase_letter_ratio,exclamation_mark_count,feature_contract_version,sanitisation_version
nazario5_000034_c40de79f0bf7,0,legitimate,tpl_7c5c52de9dafa2e6,train,0,0,0,0,0,0,0.06779661016949153,0,1.0,1.0
nazario5_000035_c6c5d6139493,0,legitimate,tpl_761e1a0723119733,train,0,0,0,0,0,0,0.3412784398699892,0,1.0,1.0
nazario5_000036_52f09da068c4,0,legitimate,tpl_1a04562a0ecd7dae,train,0,0,0,0,2,0,0.07220216606498195,0,1.0,1.0
nazario5_000037_504e091ffe40,0,legitimate,tpl_ade00c153cf97eed,train,1,0,0,0,0,0,0.05244755244755245,0,1.0,1.0
nazario5_000038_2931cea7bec5,0,legitimate,tpl_f866461ead48aa93,train,1,0,0,0,0,0,0.0759493670886076,0,1.0,1.0
nazario5_000039_cf2c6def6c88,0,legitimate,tpl_52421b70d6aac389,train,0,0,0,0,1,0,0.17763541059988353,0,1.0,1.0
nazario5_000040_eafe8fb4f72e,0,legitimate,tpl_b86c4f83c0cdc39d,train,1,0,1,1,8,1,0.06685894074462506,0,1.0,1.0
nazario5_000041_bbd9a998eeaf,0,legitimate,tpl_5a2fe04527a7848e,train,0,0,0,0,0,0,0.017241379310344827,0,1.0,1.0
nazario5_000043_78c2a2e8cf27,0,legitimate,tpl_9ba1a88a27f4cc7b,train,2,0,0,0,3,2,0.06514249921703727,0,1.0,1.0
nazario5_000045_f25876618fc7,0,legitimate,tpl_9f2a8e2085b64be7,train,5,0,0,1,0,1,0.12385786802030457,5,1.0,1.0
nazario5_000046_71e635cbb223,0,legitimate,tpl_f0d8b28e9dda09f3,train,0,0,0,0,0,0,0.1436651583710407,0,1.0,1.0
nazario5_000047_91aa6b910ede,0,legitimate,tpl_6596ecb0fc711224,train,3,0,0,5,1,0,0.09803921568627451,8,1.0,1.0
nazario5_000048_c5c318362cd0,0,legitimate,tpl_0f4f8859afdc2f73,train,0,0,0,0,0,0,0.08559782608695653,1,1.0,1.0
nazario5_000050_dc264e95604c,0,legitimate,tpl_c036205e249ed403,train,0,0,0,0,1,2,0.03538283062645012,0,1.0,1.0
nazario5_000051_d77b84c4a629,0,legitimate,tpl_5e69f665fc747889,train,1,0,0,1,2,0,0.07723577235772358,0,1.0,1.0
nazario5_000053_9876d7ba1637,0,legitimate,tpl_5e5a488a35127076,train,0,0,0,0,0,0,0.14583333333333334,1,1.0,1.0
nazario5_000055_a2b609b2f390,0,legitimate,tpl_2b31d7058533f2a8,train,0,0,0,0,0,0,0.19068736141906872,0,1.0,1.0
nazario5_000058_899c44093446,0,legitimate,tpl_9c086733e2e13c0b,train,0,0,0,0,0,0,0.14935064935064934,0,1.0,1.0
nazario5_000059_1dc75ee486b3,0,legitimate,tpl_bd66a5035ad28918,train,0,0,0,0,1,0,0.11785714285714285,0,1.0,1.0
nazario5_000060_e5963a2c0ee2,0,legitimate,tpl_e1d32363e29df7e7,train,0,0,1,0,1,0,0.148068669527897,0,1.0,1.0
nazario5_000068_097d3dc69887,0,legitimate,tpl_78199ab15ab0ec43,train,0,0,0,0,0,0,0.05008635578583765,0,1.0,1.0
nazario5_000069_6acdea7ff24c,0,legitimate,tpl_154c59029140eecd,train,1,0,0,0,0,0,0.07947019867549669,6,1.0,1.0
nazario5_000072_2c20d5e92a43,0,legitimate,tpl_bfd74c73a9f4ca02,train,0,0,0,0,0,2,0.16733067729083664,0,1.0,1.0
nazario5_000073_b7b4e224a18a,0,legitimate,tpl_96a5c4cc5c5551dd,train,0,0,1,0,0,2,0.23543495610534718,0,1.0,1.0
nazario5_000074_cddf46564b8e,0,legitimate,tpl_1cdd2a1271570d71,train,0,0,3,0,2,6,0.0691747572815534,0,1.0,1.0
nazario5_000075_9ac927347af0,0,legitimate,tpl_9708f06f6fc05848,train,0,0,0,0,0,0,0.07749469214437367,0,1.0,1.0
nazario5_000077_89f1ce92ce0a,0,legitimate,tpl_8d8574ca5c5f91e8,train,29,0,2,2,3,7,0.1324332373672193,0,1.0,1.0
nazario5_000078_56bca518a0e0,0,legitimate,tpl_c8e6435cdb2f697d,train,0,0,0,0,1,0,0.19573400250941028,0,1.0,1.0
nazario5_000080_006c70dc3fa6,0,legitimate,tpl_a0f7e74feedbe100,train,0,0,0,0,5,0,0.10547945205479452,0,1.0,1.0
nazario5_000081_976b4c0415a9,0,legitimate,tpl_28d9c09df0477f65,train,0,0,0,0,1,0,0.06716417910447761,0,1.0,1.0
nazario5_000085_7799ce2b4971,0,legitimate,tpl_9a8e18c06fbe61c1,train,0,0,0,0,0,0,0.12857142857142856,0,1.0,1.0
nazario5_000088_8caf1c458f1e,0,legitimate,tpl_2a3339937a75ff57,train,0,0,0,0,0,0,0.19172932330827067,1,1.0,1.0
nazario5_000089_b6c53130c381,0,legitimate,tpl_30d83d58252d1d3a,train,0,0,0,1,2,0,0.1487125591171834,0,1.0,1.0
nazario5_000090_1b65ec9e078f,0,legitimate,tpl_e0515cff33cc2a7a,train,0,0,0,0,0,0,0.12698412698412698,0,1.0,1.0
nazario5_000092_7c70b5da8119,0,legitimate,tpl_3908745d20b8c0fc,train,0,0,1,0,0,0,0.13448090371167296,0,1.0,1.0
nazario5_000096_741e33ab657b,0,legitimate,tpl_0900bb352012da50,train,0,0,0,0,1,3,0.06120527306967985,1,1.0,1.0
nazario5_000098_9bc1334014ab,0,legitimate,tpl_cabb05ac5fd394e7,train,0,0,0,0,0,0,0.06620209059233449,0,1.0,1.0
nazario5_000099_fb2fb37dde14,0,legitimate,tpl_2f73db5cc421816c,train,0,0,0,0,0,0,0.168141592920354,0,1.0,1.0
nazario5_000101_c064514ad7f9,0,legitimate,tpl_da3eadc411572d5e,train,1,0,0,0,0,0,0.23030303030303031,0,1.0,1.0
nazario5_000103_b713493ea5be,0,legitimate,tpl_cea0eb135e423001,train,0,0,0,1,3,6,0.0968680472360089,0,1.0,1.0
nazario5_000104_a612e1125619,0,legitimate,tpl_3cbc63bf0e8f8a36,train,1,0,1,1,3,0,0.15701668302257116,0,1.0,1.0
nazario5_000105_272574846ca7,0,legitimate,tpl_54d9ef179033277a,train,1,0,2,1,4,0,0.08992416034669556,0,1.0,1.0
nazario5_000106_f897e18ec99e,0,legitimate,tpl_f19058f9ba4c1caf,train,1,0,1,1,4,0,0.08639455782312926,0,1.0,1.0
nazario5_000107_a58dffdf2c3e,0,legitimate,tpl_05fba719ca9495ff,train,0,0,0,0,1,0,0.09393183707398171,0,1.0,1.0
nazario5_000108_8c7e754ad314,0,legitimate,tpl_8b9918f11bb2cc6f,train,0,0,0,0,0,0,0.13742690058479531,0,1.0,1.0
nazario5_000109_6bb4cf0cf72d,0,legitimate,tpl_155eb47d3fcff8f4,train,0,0,2,1,0,0,0.06624605678233439,0,1.0,1.0
nazario5_000110_dae6d4753982,0,legitimate,tpl_abb72883c676f8b8,train,0,0,0,1,0,16,0.10766045548654245,0,1.0,1.0
nazario5_000111_150e02b4dd21,0,legitimate,tpl_7ee95cc1640dc403,train,0,0,0,0,3,0,0.08578637510513036,4,1.0,1.0
nazario5_000112_631896d45f7a,0,legitimate,tpl_d06c0741aecd499f,train,1,0,0,0,1,0,0.1891891891891892,0,1.0,1.0
nazario5_000113_0be16a374f75,0,legitimate,tpl_265a84220dc67a7d,train,0,0,0,0,0,0,0.11496531219028741,0,1.0,1.0
nazario5_000114_0efdb3161eac,0,legitimate,tpl_91622c2a29e85843,train,0,0,0,0,0,0,0.23880597014925373,0,1.0,1.0
nazario5_000116_ebf50c73ec06,0,legitimate,tpl_6b626f3a33091012,train,0,0,0,0,0,0,0.10465116279069768,0,1.0,1.0
nazario5_000119_ce1363ee490b,0,legitimate,tpl_30d55f2c8dbe56a0,train,0,0,1,0,1,2,0.15283165244375485,1,1.0,1.0
nazario5_000120_d260515abe2b,0,legitimate,tpl_a2b6f7daa01e347c,train,0,0,0,0,0,0,0.3333333333333333,0,1.0,1.0
nazario5_000121_363e7089e322,0,legitimate,tpl_9a495fa32e96da67,train,1,0,0,8,4,0,0.10335195530726257,1,1.0,1.0
nazario5_000123_433a1671388f,0,legitimate,tpl_896bdc78b8c7e55a,train,0,0,2,0,0,0,0.026785714285714284,1,1.0,1.0
nazario5_000124_dd6b421c764e,0,legitimate,tpl_c4bf923f048d79c6,train,0,0,0,0,0,0,0.10460772104607721,0,1.0,1.0
nazario5_000126_d135c61a7712,0,legitimate,tpl_6921bb893fdcd00d,train,2,0,0,4,3,0,0.05155875299760192,0,1.0,1.0
nazario5_000127_1720d61b1de1,0,legitimate,tpl_93f39558d5382cfa,train,0,0,0,0,0,2,0.40634920634920635,6,1.0,1.0
nazario5_000128_b465fba67660,0,legitimate,tpl_57401af71ae4ff50,train,0,0,0,0,5,0,0.11172498465316145,0,1.0,1.0
nazario5_000130_7cc11a6ad32a,0,legitimate,tpl_211b4592cfd21dcc,train,0,0,0,0,0,0,0.09375,0,1.0,1.0
nazario5_000131_06da1e5c4f1a,0,legitimate,tpl_f31a9b4cbdd2cdf3,train,0,0,0,0,0,0,0.08163265306122448,0,1.0,1.0
nazario5_000132_4ce2f97c1b64,0,legitimate,tpl_da0d04c5a9823104,train,0,0,0,0,1,2,0.12255965292841649,0,1.0,1.0
nazario5_000133_d672fedce7b1,0,legitimate,tpl_187a67cd4f7603f0,train,0,0,0,0,0,0,0.0948905109489051,2,1.0,1.0
nazario5_000134_5614eb835e63,0,legitimate,tpl_febb262f0b03f452,train,0,0,0,1,3,0,0.06047516198704104,1,1.0,1.0
nazario5_000135_1d9927133ba1,0,legitimate,tpl_9f66deb255fc71f2,train,0,0,1,0,1,3,0.28187919463087246,0,1.0,1.0
nazario5_000137_c64f34bc457f,0,legitimate,tpl_32eda2111dbfc69d,train,0,0,0,0,0,0,0.10344827586206896,1,1.0,1.0
nazario5_000138_8dad5a676eb1,0,legitimate,tpl_219e97446fc87fb6,train,0,0,0,0,1,0,0.1111111111111111,0,1.0,1.0
nazario5_000139_580739d4a6c2,0,legitimate,tpl_9a152d30c8789b46,train,0,0,0,0,1,1,0.09670781893004116,0,1.0,1.0
nazario5_000140_14d6713d3ed3,0,legitimate,tpl_c63f68791ef6c783,train,0,0,0,0,0,0,0.12130177514792899,0,1.0,1.0
nazario5_000143_86f0320a8eda,0,legitimate,tpl_0a0202a5ffbf856e,train,1,0,0,0,7,0,0.06858685868586858,0,1.0,1.0
nazario5_000144_0add9964b514,0,legitimate,tpl_cb8f34a71da82b6f,train,0,0,0,0,3,0,0.07756232686980609,0,1.0,1.0
nazario5_000145_e93f696b5ec7,0,legitimate,tpl_a3cc874722a51a2b,train,1,0,0,0,5,3,0.07313974591651543,8,1.0,1.0
nazario5_000146_8fb4ce013df9,0,legitimate,tpl_014a87d7c5421155,train,1,0,0,0,1,0,0.035175879396984924,1,1.0,1.0
nazario5_000147_1bac9a557858,0,legitimate,tpl_9c0aa341aa7410f5,train,0,0,0,0,2,0,0.06679035250463822,0,1.0,1.0
nazario5_000152_a4f7175353ca,0,legitimate,tpl_3341effe6503284f,train,0,0,0,0,0,0,0.11335012594458438,0,1.0,1.0
nazario5_000154_453d985b97eb,0,legitimate,tpl_f11439d9597d7bbe,train,0,0,1,1,1,0,0.050748752079866885,0,1.0,1.0
nazario5_000155_e5e462519d95,0,legitimate,tpl_a58be0c98d0f0caf,train,1,0,1,0,1,0,0.1392081736909323,0,1.0,1.0
nazario5_000158_1a6d4b1956b4,0,legitimate,tpl_780bc7cd82216262,train,2,0,0,0,1,0,0.07667121418826739,0,1.0,1.0
nazario5_000159_a9c058d97031,0,legitimate,tpl_43d2a83a90034e23,train,1,0,0,0,0,1,0.24817518248175183,0,1.0,1.0
nazario5_000161_d3f38bf61a0e,0,legitimate,tpl_d92547ebea01c8f7,train,0,0,0,0,1,3,0.3611738148984199,0,1.0,1.0
nazario5_000163_db39af9fde54,0,legitimate,tpl_436e7732c889a601,train,2,0,0,0,3,0,0.06313890559230306,0,1.0,1.0
nazario5_000166_d7ae6dec183d,0,legitimate,tpl_a13307f17a845ed1,train,0,0,0,0,0,0,0.06985294117647059,0,1.0,1.0
nazario5_000167_8a93340531f3,0,legitimate,tpl_64e1552610668f5e,train,0,0,0,0,0,0,0.10330578512396695,0,1.0,1.0
nazario5_000168_3c3f9c8b4efd,0,legitimate,tpl_a78426bf2eee098d,train,0,0,0,0,0,1,0.08716026241799438,0,1.0,1.0
nazario5_000169_46b3472747a4,0,legitimate,tpl_56091efaacd635bb,train,0,0,0,0,0,0,0.25842696629213485,0,1.0,1.0
nazario5_000171_1c7b7ca65ae9,0,legitimate,tpl_8d0cfe6cc2661753,train,0,0,0,0,0,0,0.22340425531914893,0,1.0,1.0
nazario5_000173_73b963e57068,0,legitimate,tpl_5934073ea41d5fd9,train,0,0,0,0,0,0,0.14015151515151514,0,1.0,1.0
nazario5_000174_ac761fcefe27,0,legitimate,tpl_f95e4f2a32ebe98d,train,0,0,0,0,1,0,0.0625,0,1.0,1.0
nazario5_000176_a37ca8c54308,0,legitimate,tpl_ab38a0ec2c8bb5e9,train,0,0,0,0,0,0,0.1394422310756972,0,1.0,1.0
nazario5_000177_7e516e9b411f,0,legitimate,tpl_f85a3aeea85ffb5a,train,0,0,0,0,0,0,0.07428571428571429,0,1.0,1.0
nazario5_000178_dbe8a57a1989,0,legitimate,tpl_bd593eb334075580,train,0,0,0,0,0,0,0.2245762711864407,0,1.0,1.0
nazario5_000179_987aab73d7f3,0,legitimate,tpl_1cd1b855ee60acdb,train,0,0,0,0,0,0,0.2647058823529412,0,1.0,1.0
nazario5_000180_5150ba895d87,0,legitimate,tpl_fd0c1166c8c39a79,train,0,0,1,0,0,0,0.15822784810126583,0,1.0,1.0
nazario5_000181_caba0a35a259,0,legitimate,tpl_bf038afe7f74bce8,train,0,0,0,2,0,0,0.058712121212121215,0,1.0,1.0
nazario5_000183_c69167871e33,0,legitimate,tpl_4b1892edbf846410,train,0,0,1,0,3,1,0.07553776888444222,0,1.0,1.0
nazario5_000184_a53394aaeb9a,0,legitimate,tpl_5154e06175c5e889,train,39,0,3,2,4,5,0.14437778207857557,0,1.0,1.0
nazario5_000187_e30ce5ee67b6,0,legitimate,tpl_b0faa0fe1763b761,train,1,0,0,1,4,0,0.0865979381443299,0,1.0,1.0
nazario5_000188_0993a3cc97a2,0,legitimate,tpl_9dc69627ddd743b5,train,0,0,0,0,0,0,0.21804511278195488,0,1.0,1.0
nazario5_000189_472138c74c6b,0,legitimate,tpl_7782e143a8d8ead0,train,0,0,0,0,2,0,0.17118226600985223,0,1.0,1.0
nazario5_000190_06b61082c015,0,legitimate,tpl_411349873e78a540,train,1,0,1,0,1,0,0.1273317112733171,0,1.0,1.0
nazario5_000192_6effc7059264,0,legitimate,tpl_bb8e2ad8576060ff,train,0,0,0,0,0,0,0.11023622047244094,0,1.0,1.0
nazario5_000193_9134f80422ba,0,legitimate,tpl_0c8956686caed966,train,0,0,0,0,0,0,0.03455425017277125,1,1.0,1.0
nazario5_000194_75aab938d0fc,0,legitimate,tpl_af865c783c7068bc,train,1,0,0,0,2,0,0.13147410358565736,0,1.0,1.0
nazario5_000195_e8f44b2283b4,0,legitimate,tpl_2e74ce4a405ad662,train,0,0,0,0,1,0,0.1227810650887574,0,1.0,1.0
nazario5_000196_c482952a5390,0,legitimate,tpl_12ea46acf972e506,train,0,0,0,0,2,0,0.09446254071661238,0,1.0,1.0
nazario5_000199_fab21b02e646,0,legitimate,tpl_e7aeeef081c54ffe,train,0,0,0,0,1,3,0.1389937106918239,0,1.0,1.0
nazario5_000200_8f997a406cb3,0,legitimate,tpl_f231f7197d31ac5e,train,0,0,0,0,0,0,0.1292517006802721,0,1.0,1.0
nazario5_000201_b1c434d2f2a6,0,legitimate,tpl_b2e4ce9262501511,train,0,0,0,0,1,0,0.14222222222222222,1,1.0,1.0
nazario5_000202_9cce503d6565,0,legitimate,tpl_c81d6b1355e30d46,train,0,0,0,0,0,0,0.14675767918088736,0,1.0,1.0
nazario5_000205_df2999188c97,0,legitimate,tpl_913ccba5f88961a5,train,0,0,0,0,2,0,0.0551314673452078,0,1.0,1.0
nazario5_000206_e01469989daf,0,legitimate,tpl_22c72c7b8e55fce4,train,0,0,0,0,1,0,0.1460554371002132,0,1.0,1.0
nazario5_000207_5a003ca6979c,0,legitimate,tpl_7ddfa17ba033adcc,train,0,0,0,0,1,0,0.13333333333333333,0,1.0,1.0
nazario5_000208_2b55a4d164d2,0,legitimate,tpl_710d84416ec9513f,train,0,0,0,0,0,0,0.05870020964360587,0,1.0,1.0
nazario5_000209_789803c7a139,0,legitimate,tpl_4aeeb1f224bfd35f,train,0,0,0,0,0,0,0.1228813559322034,0,1.0,1.0
nazario5_000210_441e7786eb62,0,legitimate,tpl_740f9ac3f5ac33da,train,0,0,0,0,0,0,0.32926829268292684,0,1.0,1.0
nazario5_000211_ae1b11796ebd,0,legitimate,tpl_e3a5bcfb5657b401,train,0,0,0,0,0,0,0.125,0,1.0,1.0
nazario5_000212_20a9360fe5ee,0,legitimate,tpl_b7971422669140a1,train,0,0,0,0,3,2,0.07015264696329977,1,1.0,1.0
nazario5_000214_7ef1ca71e476,0,legitimate,tpl_31e43d262c5def99,train,0,0,0,0,0,0,0.0881057268722467,0,1.0,1.0
nazario5_000215_a0a0917a7ce1,0,legitimate,tpl_c3fb7e211946d92b,train,0,0,0,0,0,0,0.35544041450777203,0,1.0,1.0
nazario5_000216_9203c333f82f,0,legitimate,tpl_2bc3f2dc840c4ee5,train,0,0,0,0,2,0,0.052303860523038606,0,1.0,1.0
nazario5_000217_c1cf5a6d696b,0,legitimate,tpl_17191b1680eab3d8,train,0,0,0,0,3,0,0.10943396226415095,0,1.0,1.0
nazario5_000218_7adba4a76334,0,legitimate,tpl_60f3e793dcdbe360,train,0,0,0,0,0,0,0.16569767441860464,0,1.0,1.0
nazario5_000219_a02e8d744fca,0,legitimate,tpl_52ead43ffe0575a2,train,0,0,0,0,0,0,0.06622516556291391,0,1.0,1.0
nazario5_000220_220f7682f951,0,legitimate,tpl_ed767efe2a252064,train,0,0,1,0,2,1,0.11246684350132626,0,1.0,1.0
nazario5_000223_9934b34c25ef,0,legitimate,tpl_c638c402a87ee505,train,0,0,0,0,0,0,0.06679035250463822,7,1.0,1.0
nazario5_000224_491892ad0dd2,0,legitimate,tpl_e16404421fb43331,train,0,0,0,0,0,0,0.07954545454545454,0,1.0,1.0
nazario5_000225_5cf1eb232faf,0,legitimate,tpl_6d111fbdb3bfd222,train,0,0,0,0,0,0,0.18095238095238095,0,1.0,1.0
nazario5_000226_0b000506d13a,0,legitimate,tpl_69b83f4cb2ee802d,train,0,0,0,0,0,0,0.13452914798206278,0,1.0,1.0
nazario5_000227_291a64ca7712,0,legitimate,tpl_41eaa15f0c8685fc,train,1,0,0,0,3,0,0.10583941605839416,0,1.0,1.0
nazario5_000228_2997146f78a3,0,legitimate,tpl_4ca1e714e290bd5f,train,0,0,1,0,4,3,0.07560483870967742,1,1.0,1.0
nazario5_000229_4b6ac46705ca,0,legitimate,tpl_0bdfe83db0817ef0,train,0,0,0,0,0,0,0.07857142857142857,0,1.0,1.0
nazario5_000232_505e3209431b,0,legitimate,tpl_789e4a09798c3528,train,0,0,0,0,1,0,0.062261753494282084,0,1.0,1.0
nazario5_000234_30e931b6a7b8,0,legitimate,tpl_0f42ee27138d5289,train,0,0,2,0,1,0,0.07000864304235091,0,1.0,1.0
nazario5_000235_3968ef5791aa,0,legitimate,tpl_83273621262ccdc0,train,0,0,0,0,2,0,0.16722129783693843,0,1.0,1.0
nazario5_000236_465b7c305bd5,0,legitimate,tpl_30776d664081b2e0,train,1,0,1,1,3,0,0.12048192771084337,0,1.0,1.0
nazario5_000237_db2cd1bfe4c1,0,legitimate,tpl_a05a5280833e1c6e,train,3,0,0,0,2,1,0.076,0,1.0,1.0
nazario5_000238_f36462243d72,0,legitimate,tpl_276aac65abc07543,train,0,0,0,0,0,1,0.10057471264367816,0,1.0,1.0
nazario5_000239_15d8242f9177,0,legitimate,tpl_e4e8cf608c73fee2,train,0,0,0,0,0,1,0.11436170212765957,0,1.0,1.0
nazario5_000240_8c717aff7617,0,legitimate,tpl_bd6ca5467b0ef5bb,train,0,0,0,0,0,0,0.043478260869565216,0,1.0,1.0
nazario5_000243_c902e0d28ed7,0,legitimate,tpl_b6b63bf76f7ee38e,train,0,0,0,0,0,0,0.27472527472527475,0,1.0,1.0
nazario5_000244_9acdfb7a5d2b,0,legitimate,tpl_f6f2f9281d5b5f4d,train,0,0,0,2,3,29,0.1111111111111111,0,1.0,1.0
nazario5_000245_c0d53344d13c,0,legitimate,tpl_d5e93451020da05b,train,0,0,0,0,1,0,0.0455026455026455,0,1.0,1.0
nazario5_000246_d58b423d33d1,0,legitimate,tpl_88bb9316572bb68d,train,0,0,0,0,0,0,0.2,0,1.0,1.0
nazario5_000247_390e96c94f90,0,legitimate,tpl_67e5d8d5fa401341,train,0,0,0,0,1,1,0.14195979899497488,0,1.0,1.0
nazario5_000248_c1a1191dad94,0,legitimate,tpl_09a8f349e4b85929,train,0,0,0,0,0,0,0.11818181818181818,2,1.0,1.0
nazario5_000249_e4a4072f97e0,0,legitimate,tpl_ba26aaafe3747907,train,0,0,0,0,0,0,0.035652173913043476,1,1.0,1.0
nazario5_000250_19006e8dbed6,0,legitimate,tpl_78b99047191deb4c,train,2,0,0,0,0,0,0.14093959731543623,0,1.0,1.0
nazario5_000251_22a85c1ec3a2,0,legitimate,tpl_dece0f8ff60a5b11,train,0,0,0,0,1,1,0.13323353293413173,0,1.0,1.0
nazario5_000253_b0f8c5ca2048,0,legitimate,tpl_cd0dfc695576f176,train,0,0,0,0,3,1,0.04476670870113493,4,1.0,1.0
nazario5_000254_cd5459112a76,0,legitimate,tpl_3a3a20eb39e66b88,train,0,0,0,0,0,2,0.06912442396313365,0,1.0,1.0
nazario5_000255_1ba40767e1d3,0,legitimate,tpl_530f0bc97f710586,train,0,0,0,0,0,0,0.06706706706706707,0,1.0,1.0
nazario5_000256_7c37b939825e,0,legitimate,tpl_b5639d3415717998,train,0,0,1,0,1,1,0.14187866927592954,0,1.0,1.0
nazario5_000257_86c5a003e311,0,legitimate,tpl_5143649b69901443,train,0,0,0,0,2,0,0.06584362139917696,0,1.0,1.0
nazario5_000259_b3fe398381e9,0,legitimate,tpl_b5dca72a960b93cf,train,0,0,0,0,0,0,0.043859649122807015,0,1.0,1.0
nazario5_000260_b7e3a51fd0ca,0,legitimate,tpl_1399ec67518666e0,train,0,0,0,0,0,0,0.03556426771212545,0,1.0,1.0
nazario5_000261_4ffca76de570,0,legitimate,tpl_7e035aa12f55e34f,train,0,0,0,0,0,1,0.04533678756476684,1,1.0,1.0
nazario5_000264_e0f30f050c74,0,legitimate,tpl_0bf73cd0b54fdcdf,train,0,0,0,1,3,0,0.21109510086455333,1,1.0,1.0
nazario5_000265_bedb1cadab5a,0,legitimate,tpl_374b7f4528de2dc6,train,0,0,0,0,0,0,0.0778816199376947,0,1.0,1.0
nazario5_000266_c668dbf156b9,0,legitimate,tpl_cf844806adfba935,train,1,0,0,0,3,0,0.12602739726027398,0,1.0,1.0
nazario5_000268_fb27866f75aa,0,legitimate,tpl_9ea673b1bafaf194,train,0,0,0,2,1,1,0.12559618441971382,0,1.0,1.0
nazario5_000269_2da2106d401a,0,legitimate,tpl_15868924c15eb460,train,0,0,0,0,3,0,0.20682730923694778,0,1.0,1.0
nazario5_000270_856a46069869,0,legitimate,tpl_ea98ecbc8f83a806,train,0,0,3,0,0,1,0.08093797276853253,0,1.0,1.0
nazario5_000271_485a6913e91c,0,legitimate,tpl_3dec3bd43f98d6fa,train,0,0,0,0,0,0,0.16446700507614212,0,1.0,1.0
nazario5_000272_a728a1bb312b,0,legitimate,tpl_49c638cf88a5b830,train,0,0,0,0,2,0,0.06550218340611354,0,1.0,1.0
