email_id,template_group_id,template_signature_hash,template_group_size,template_grouping_version
nazario5_000015_3c553406e0e0,tpl_0e7d2583e032053e,0a2da53cfa434b3251775e85c920c9820ff174fe4f9e2740e1eec684e4814700,1,1.0
nazario5_000016_7a55b14d6325,tpl_af10a69c5b95144b,37ad77b0041f3f72c4b88f7b974ff01314d1846092e001a0d6ba6cc37eefb2fd,1,1.0
nazario5_000017_a93006b2a993,tpl_64db259c140def3e,d285e0e05c945dcf91fd06c1565f97d2e039b180ed58b41e602d7de23cc75092,1,1.0
nazario5_000018_0ae70db23512,tpl_57c2e85b0e8f9ab2,6fed87ce5d2c90087eb1024d93eab453cd193c01219f10715df509d46bfa71b2,1,1.0
nazario5_000019_abe9fb5ccb6e,tpl_b0998de51ca6c4f6,0947348431e122799750804e2e155755e73b8318bd77733d690a122a2d73ada9,1,1.0
nazario5_000020_3dd7222f8144,tpl_e456b2aaf445509d,acd1ad999172793e728e900b9e112ed88d9efbebcb86cc09a3cc9b8b1791b6a1,1,1.0
nazario5_000021_5119db6379b0,tpl_f10ec50019526afe,cd954709c2571cee8c965a1081f9e86b99e75aad581a68779934e5cc4e8319db,1,1.0
nazario5_000022_60b49a7bdf99,tpl_3f24900bda474a5e,4df053a06e3c482eb1840ce3a2bd16c32a2fc281e9d4fef14dee8a1d93e94ee9,1,1.0
nazario5_000023_9d4b1cb9c37c,tpl_9fcb398e3dac5a18,b4788581634c09442019c132fee8871889098b1ece84b71cfbc5a9ac9e8bf261,1,1.0
nazario5_000024_f8e8f086ac0a,tpl_7ebf1735020466e1,87945bf6113f51dc284a8322972ebe4c261efe5b39fa670713d6de44fde91f53,1,1.0
nazario5_000025_54f51cd2851c,tpl_83eca1654de67b23,d0702c75448372bfdb04de8b39123d8c54180a601ff4cf4225cbed69d2b2b10e,1,1.0
nazario5_000026_60ad65e3f13e,tpl_fa2212bcf816a887,6922916e019e13a1d4b62611f80fae7481e5ea1d099e1f74524ed048dd2ccbab,1,1.0
nazario5_000027_7d3d48a972ef,tpl_ae5719f4801595ae,2af617fe6a18a2ac47420ac3e3879acddbb2fd18810f24a4a25d1370817954bb,1,1.0
nazario5_000028_0cf69d24ea50,tpl_1e0471549783f6de,a15e9f97f6683a905cb19eef26fe0bc94439e54d7e97c6999f1433606e84313e,1,1.0
nazario5_000029_938610cee149,tpl_2a39e81cc35d61c9,6642114ec9e906797307ddebdd83848e2422e87f9db4bd699db00e6a63a7516f,1,1.0
nazario5_000030_df80403de389,tpl_14ee9c3b61186283,0a38f92c307301826d4c3b58ded30d4bbe84419bb2c758ee860a4f074998b840,1,1.0
nazario5_000031_71ad2cfb637d,tpl_4778e97d01a9a832,a74db1003f17d6785164b171f90709d46aae8823d85eb77d5932daeb204374a9,1,1.0
nazario5_000032_90f6e6f881ba,tpl_8860af9abb09398a,b5e00ba0455d9601e1026be7a1245b9785e29a65acae03b26f36e2b3999a6ee7,1,1.0
nazario5_000033_bf62a0afcf66,tpl_5c1b267468162993,aec444e5f32750aa2f569de6d431b6af365994e25af8bffffc0c329f1e191707,1,1.0
nazario5_000034_c40de79f0bf7,tpl_7c5c52de9dafa2e6,b3ab96c9475669b2b4eeaf86ce74e2e58a3675d13d6d0eeb1b4a8efb4d9a49a5,1,1.0
nazario5_000035_c6c5d6139493,tpl_761e1a0723119733,f9c2428b918b4482056bb7d31dcf38d3d370bbdd792b66c9d4618f74de0a1969,1,1.0
nazario5_000036_52f09da068c4,tpl_1a04562a0ecd7dae,343b03b6ef863c383f9908cc32f13e00ba0a8bd7cb48e92e694c032b937f520d,1,1.0
nazario5_000037_504e091ffe40,tpl_ade00c153cf97eed,3af90e6e5c600f4210f7ff292d3328ddda0bebdd2dd8b8caa14d8431322ba401,1,1.0
nazario5_000038_2931cea7bec5,tpl_f866461ead48aa93,d03f3e25c4f19367eab0a67de861c16d267c8b93347250a9e911647049b45827,1,1.0
nazario5_000039_cf2c6def6c88,tpl_52421b70d6aac389,866f74525e4c20108bba3ef3c6df6e66139ec3a3625330b3a0a901086a64c2f4,1,1.0
nazario5_000040_eafe8fb4f72e,tpl_b86c4f83c0cdc39d,9f5e48dea8f27b252ef6ee2f808701bb698b3c31c9799229685302f7596e1688,1,1.0
nazario5_000041_bbd9a998eeaf,tpl_5a2fe04527a7848e,e39c09f8e341a0e7d494077414d26913090f83f8e40263894e5ae540a65761a5,1,1.0
nazario5_000042_f709f8f32b71,tpl_ee92c6b1f72c62b2,f19e901b37f6386261c19462fdae313b6618a860b56a605618a1b9e3f546a301,1,1.0
nazario5_000043_78c2a2e8cf27,tpl_9ba1a88a27f4cc7b,c08d0ab93e4d097a8dab0da6368dddea1bb184768532314c0d31db819fddd0e6,1,1.0
nazario5_000044_a2be3cfe9d49,tpl_a7b3b0fde3d9cee3,d30f8d8cc9b74d59f6748745cddcdc275ca9e5c9676bb6e0910d8e60e85b7886,1,1.0
nazario5_000045_f25876618fc7,tpl_9f2a8e2085b64be7,45c299f221a2f6a859aaf48c795f6b7bf6fd821ed4c63ca45d0e636b3f070dab,1,1.0
nazario5_000046_71e635cbb223,tpl_f0d8b28e9dda09f3,ed1214cbd49806daa8d7621e53e7ef1a7b0d6cca2beca64bfd026cd5a00eebae,1,1.0
nazario5_000047_91aa6b910ede,tpl_6596ecb0fc711224,197bd3086540269d671ac3b1be711a27fa062d4933fe55a5d9dde73b05efcb4b,1,1.0
nazario5_000048_c5c318362cd0,tpl_0f4f8859afdc2f73,57df1926825bda058224008fbd7baef0d7383f08e7e0bf2f03386b06afaba152,1,1.0
nazario5_000049_d0bbbadb2a60,tpl_af98b93f1fffdaf9,a9363027765df2838225bbc0d532337cd2a7c8bed6af28d077e488649ce95c11,59,1.0
nazario5_000050_dc264e95604c,tpl_c036205e249ed403,5d1b10da35c148eb4816cb6fffe96ae17ed07d4cd000fe13b7a6e09064bb85c5,1,1.0
nazario5_000051_d77b84c4a629,tpl_5e69f665fc747889,a843bf07e56a283327379807cfc68d344a51297b5792a349d75daed7ebd9b685,1,1.0
nazario5_000052_ffd1f360c4b8,tpl_af98b93f1fffdaf9,4234e77e38cbb9f74fa454bc665383f5f8df17e285cb81418e1dc2e837ab71bf,59,1.0
nazario5_000053_9876d7ba1637,tpl_5e5a488a35127076,5eeed554421722d44a19d0418b11d2c83822277e74fb5f8da8ddbcc7604f8a5e,1,1.0
nazario5_000054_105db353c328,tpl_e1d0ed9e3d2c142c,91632afcc38be9fa43903ff85c9b50ca87c9f24f0bc1f26fa1a1c930dbbf4471,1,1.0
nazario5_000055_a2b609b2f390,tpl_2b31d7058533f2a8,38c22ca8176f42724e6121a493c50cba326e99c069d7877f1bb24757bee160af,1,1.0
nazario5_000056_6668a3f844f3,tpl_faba59b02ccdd435,5e27f3cceba4e4550f1ecad9e21b70f212defa18cfaa6da5a651cc5a9cb08b00,27,1.0
nazario5_000057_822c51493bdf,tpl_e94a61f7f53c16f8,2fec0e12d78c81e574ef11832b447b162ec982a1d7363ce8949b8c5ebb808b19,3,1.0
nazario5_000058_899c44093446,tpl_9c086733e2e13c0b,a690c675c9d5f1b2b0d8dfccfce7c7a18cea783b7c1afd3f2d89f1bff497f2ad,1,1.0
nazario5_000059_1dc75ee486b3,tpl_bd66a5035ad28918,6bcaf82a702f40a2f948e5cf153bee3e4e4b28c025081833e5733bb74ac4494d,1,1.0
nazario5_000060_e5963a2c0ee2,tpl_e1d32363e29df7e7,21f0d81272df4e1252947fad655aac8ac39afc92672872b5921c44fa8f68b3b5,1,1.0
nazario5_000061_e361200d5023,tpl_ccff876bbdb7ee6c,a0e831111bf569c36ad94ddb427fbfc5a4146521eb373c510fbadbd670783fe8,1,1.0
nazario5_000062_709238d9687f,tpl_af98b93f1fffdaf9,e2c5ac80e7f4fb0d8a1cfefb6061be4716653c5c1fac92dc000610666842bfb9,59,1.0
nazario5_000063_56da5cf00028,tpl_a7755df5ad58a317,81394fef57a2bd4197f4a984c6a2312deeee96800098d17e0de632b27d729eb0,1,1.0
nazario5_000064_1e99c2c54d50,tpl_af98b93f1fffdaf9,9d92ce0f68058252a6a36ae3bb84a1243dd67d6ba9ec277f4bcb0255259166a5,59,1.0
nazario5_000065_0142a49a6222,tpl_e94a61f7f53c16f8,7cc329950b5ad3925810d1734139e3add2f719f637a1c4274d1488c01d11c2f3,3,1.0
nazario5_000066_976271582274,tpl_af98b93f1fffdaf9,1053af162f561364186e52ee15c13f6c0275829d63d803787c50d85971b6f81b,59,1.0
nazario5_000067_39cf5deeb467,tpl_17c87e3b3d2790d1,4a2805a19141450b8fff8e637dcdc29ca3edd1346e9f320b68b056bca2060015,1,1.0
nazario5_000068_097d3dc69887,tpl_78199ab15ab0ec43,89df4b38fd7b92df4bf887c8aba666829a141346b83e4e9198e972b9d0ccc134,1,1.0
nazario5_000069_6acdea7ff24c,tpl_154c59029140eecd,27e5a01aad3a63800ce94a9907b6a402b4d13cca3ab9e6c2112bf8ac92deb4a1,1,1.0
nazario5_000070_4140a2250d08,tpl_fdad03c99845ffa8,000a939458fc9392b808b478475cd5b4f28e971457cdbdeadb8336051ac2f33a,1,1.0
nazario5_000071_21710dcdc351,tpl_af98b93f1fffdaf9,21a3527a3d55cdf032de479b067f4077e2c96a4e9d3d95cab4841db644b052fa,59,1.0
nazario5_000072_2c20d5e92a43,tpl_bfd74c73a9f4ca02,88dd5c4c1a28e72b93e2083bda821d4b7c2bc624aa5ead5bfb5ad5ecee061eb8,1,1.0
nazario5_000073_b7b4e224a18a,tpl_96a5c4cc5c5551dd,1fad6d65c26b548828e5727507234c6873915ffe6cf6f76bd58734c5b29a5f7e,1,1.0
nazario5_000074_cddf46564b8e,tpl_1cdd2a1271570d71,c487e057d0b9c7b06092d11dc98cf3a26c494bc8a2ccd1b49a0285e68d314f88,1,1.0
nazario5_000075_9ac927347af0,tpl_9708f06f6fc05848,ae1726113775247c56b8b75c712274338a1dc284406772db6e88866c9bde6c6b,1,1.0
nazario5_000076_3e8823d6f7d5,tpl_faba59b02ccdd435,950cd41cf1c70ebfeb96969b6724d0e2a8c4fa6f4ef06826476fb078ac6e56aa,27,1.0
nazario5_000077_89f1ce92ce0a,tpl_8d8574ca5c5f91e8,efc76fcd188d51987ae26b784ab016799066eb500b3112e51cdf3c9ed6d9378f,1,1.0
nazario5_000078_56bca518a0e0,tpl_c8e6435cdb2f697d,df8ae3b8ced88fed5fd22871a0d63819a0a17b5a82891a638e2f53a7b7c7f110,1,1.0
nazario5_000079_6aaf50cfe3b8,tpl_ab57d7d43c3f5a54,f4ee149a85643fc94dfaeb6ce22ead4b7b2abb8404d6273543e9dd62dda3227b,2,1.0
nazario5_000080_006c70dc3fa6,tpl_a0f7e74feedbe100,56de6a785ae4b4ab87c2dbab35e01c52bf369355a6face1ee08ac1cc35b098be,1,1.0
nazario5_000081_976b4c0415a9,tpl_28d9c09df0477f65,63716ea787177a9ad559b2e3dfcca9bacd30192c98b70b70e77473f8c43ca6ad,1,1.0
nazario5_000082_c23a2155a307,tpl_ab55a497f026d360,43377a6a0899d2006643539c12799039a6a4e7b7ce2de1bc4780a47d8e4c16aa,2,1.0
nazario5_000083_9a6f028c80b5,tpl_d01a8b55151a6293,55ac1f63e618beac9c4849fdf75677034f8944e9a64092c44e4a5ac3a75fd7de,1,1.0
nazario5_000084_07ddfa93d82d,tpl_ab55a497f026d360,399467ca83ff87f5029e84faab27dc21b0b8ecb1b40bc41a707e48351fb6d9f1,2,1.0
nazario5_000085_7799ce2b4971,tpl_9a8e18c06fbe61c1,d2423cb1ac961278e6090e9d520eb80028170b81f47de54044f1352770452f3a,1,1.0
nazario5_000086_d34c0ce1df2e,tpl_7cf3abfe5c5bb49d,1295c7ba697ba5f238be5bfe7598536c0cbb6c6a8eb6ed0ff8dd94d7b7e90710,1,1.0
nazario5_000087_85015231c66a,tpl_af98b93f1fffdaf9,68ec1aa6cb3632d5450d3d021391cceec65e6e811bcc0fc77ee6671823f66b61,59,1.0
nazario5_000088_8caf1c458f1e,tpl_2a3339937a75ff57,c2b2ce9b4c9fe8bff8ad9ece44eddd27cf0f4cce28ed91ad2ef1fadfec3e73c0,1,1.0
nazario5_000089_b6c53130c381,tpl_30d83d58252d1d3a,7932d2a35373aad310f3e6dcf76a59ebd8468adb3b7c196f9c2f1e037de44645,1,1.0
nazario5_000090_1b65ec9e078f,tpl_e0515cff33cc2a7a,04744c230197b573b4beec5f8a3d06e1633553fd504023b3e5765ea1c59c60b1,1,1.0
nazario5_000091_77a0366afb8e,tpl_858251d9ccfa0c17,ac47f65c208f838fb490330d50034ffbf131f45915642b5be9044a97494e7d78,1,1.0
nazario5_000092_7c70b5da8119,tpl_3908745d20b8c0fc,513a8a95cf995d2e1a6949f2d1baa8167eef32d51af538f10d89391911923844,1,1.0
nazario5_000093_a1e4b9648f27,tpl_faba59b02ccdd435,0d76fc468dcc9fd296198c31c90f95eca645aa53c1895ca396a0bf48fb1c4ffe,27,1.0
nazario5_000094_649b71ce4ab5,tpl_9dad96d9b6be3d97,9cbe9f3f658a267fd18076a38b7882e5527f144c7b86e674f866b95a9ec6cc35,1,1.0
nazario5_000095_06bb10224e5d,tpl_b9b3aa7431e70a62,b600766d01e99cca85eb9347362037abaacf2caf0d71eb3e7456c5734a64798a,2,1.0
nazario5_000096_741e33ab657b,tpl_0900bb352012da50,8c1043499e2b4ca0204267ff2332529a8d388e20f4319dd2f06d97ac2856e15f,1,1.0
nazario5_000097_d9a12b650873,tpl_4116980b4ed3b29f,b7927f9907e7a00afb1ab2b3b7bd18cfc84fd9b3f3420e3151638b849b039e19,1,1.0
nazario5_000098_9bc1334014ab,tpl_cabb05ac5fd394e7,84cb75c380475b06815bf5a2c5db5fc80fe6d2840e40bcf5fa814a86a49eb0a0,1,1.0
nazario5_000099_fb2fb37dde14,tpl_2f73db5cc421816c,a1547811ec5428f616f92f4009bac08763f2cbeb51d0084bbd9a96cc038e9bf2,1,1.0
nazario5_000100_55f77b59397a,tpl_e94a61f7f53c16f8,7d686cf8e7d45bbc2f31a704224680bc41bb1ad13e53eaacc77d41cbd8fa2f1e,3,1.0
nazario5_000101_c064514ad7f9,tpl_da3eadc411572d5e,e517b44f5835d1e4396f6a0515d9263bcc98ff18804760b9000bb83069a116a5,1,1.0
nazario5_000102_a9ed6fdd2696,tpl_2eff03a930988e10,0bc94b48cdd28ed8b44c7b3ecf9d895ede3f9f5e4e3808972fa53150c1d51c15,1,1.0
nazario5_000103_b713493ea5be,tpl_cea0eb135e423001,01b3dcf87ecfb0cca4958867f5ae4ae2b7cedc320c19b38bcad25944eb9e7595,1,1.0
nazario5_000104_a612e1125619,tpl_3cbc63bf0e8f8a36,5e7b341ba42b7aa8d4b4e327cc069fd7365e89db6ffc2a52ba26fbb3b2d63ee8,1,1.0
nazario5_000105_272574846ca7,tpl_54d9ef179033277a,36386f95717fc356564fa6c510309dcdb3ea6e2eb60fac87e3dd6e89dd181601,1,1.0
nazario5_000106_f897e18ec99e,tpl_f19058f9ba4c1caf,d5b44f468ae082989f6cf2a8ecc5e430824f2a719086857d31390ac5c6b469ff,1,1.0
nazario5_000107_a58dffdf2c3e,tpl_05fba719ca9495ff,00cd0bb26bfab45a21e826598c0ecbeb4b689d9f1eb594e28842924cb7f6424e,1,1.0
nazario5_000108_8c7e754ad314,tpl_8b9918f11bb2cc6f,e890b5d3779edc7504d874fef62e0c92e84c10cb2c9eaf72fdbd105e5a8c4ec7,1,1.0
nazario5_000109_6bb4cf0cf72d,tpl_155eb47d3fcff8f4,3246e33cba815f180bc22f8ccef0584e01c1bdaf7eb87edb5f0c102ac1731c75,1,1.0
nazario5_000110_dae6d4753982,tpl_abb72883c676f8b8,41fab0b00bf2ca230ece8fa16b5e13af27861d95016bcb35066a8c2ae75a1d9c,1,1.0
nazario5_000111_150e02b4dd21,tpl_7ee95cc1640dc403,49d3f780f92306317b6a2542ac2c5ba9c44a96cceb02a3089997db026b9ab4c3,1,1.0
nazario5_000112_631896d45f7a,tpl_d06c0741aecd499f,5aece02fa586502f603e37c5ce8cb8366d50a140034981a8e221766a4e5d1250,1,1.0
nazario5_000113_0be16a374f75,tpl_265a84220dc67a7d,2fdedbdc20addba7546027b26c5aa97e1a291059238c64847ad53308c41c9fca,1,1.0
nazario5_000114_0efdb3161eac,tpl_91622c2a29e85843,3b9790464d3bcc1b03ea8bfa51e0cc1a48d818dbd0ff19f0fa4267160043167b,1,1.0
nazario5_000115_008fe27f6da9,tpl_a9daa1e67f701ca8,377dfe95a6924a67f0e6f73175333ac62b35bba85611f4eb9d10dcb31d571db8,1,1.0
nazario5_000116_ebf50c73ec06,tpl_6b626f3a33091012,91b54cea1316c9b806e71f015e312561a0d399052c30feaf835bbc433436eb11,1,1.0
nazario5_000117_a095b05b6e42,tpl_ab57d7d43c3f5a54,61825df9b7791392ef203e0ba8b955f3f9476efc2a202b60a0f7f8a6bba49140,2,1.0
nazario5_000118_611397be1aa2,tpl_23589d72d755f072,04896074303a0c89af74cac0c380169c526401b2ae1e6e7bda471ae3642acce4,1,1.0
nazario5_000119_ce1363ee490b,tpl_30d55f2c8dbe56a0,cbaa58d1cd08cdc0a438627df1aede4c58be2c170ce0fab253aee600185c04a5,1,1.0
nazario5_000120_d260515abe2b,tpl_a2b6f7daa01e347c,191196af3a870e24d3a5faad8129c73cd9996da8870fbb4f4c0f6232bde8d2c6,1,1.0
nazario5_000121_363e7089e322,tpl_9a495fa32e96da67,aaa81231352d1befd8445041686c08edc14c6da1f4daff17af7f57d3d18fcc3f,1,1.0
nazario5_000122_99ac6b4ace4b,tpl_9b1ca9d0cc7783ed,7dc9ed9df70654bb4ae2825cfffd3fee16dc3ab1622ced17c6811bf41028ff6a,1,1.0
nazario5_000123_433a1671388f,tpl_896bdc78b8c7e55a,20486604db173b2e1fcf8c8b79c744ac9a211d5f2059c7ab2ee251bf3f89bf43,1,1.0
nazario5_000124_dd6b421c764e,tpl_c4bf923f048d79c6,864ff8d27bd6ab2d0932e6da025c29610312da7ea7dbff2d95de2e118802e0b8,1,1.0
nazario5_000125_fc43f0afd09a,tpl_85892c8062708df6,2fef0984b063fc28bf589fc152d40a43d2809cba06951cb215ef1cb10d310e1e,1,1.0
nazario5_000126_d135c61a7712,tpl_6921bb893fdcd00d,61020d1ada6247ab3fcc583eebb51637624c7ce1b0e4b5bfe96d1d0b8d62ddc1,1,1.0
nazario5_000127_1720d61b1de1,tpl_93f39558d5382cfa,605a629761c1e79c384c2b6a82e95a44fc66c8e42c1bf91fdb2741a5dd55b308,1,1.0
nazario5_000128_b465fba67660,tpl_57401af71ae4ff50,5effe04ff3e1a9bae385f89aaf20e5a00891826fe0b1ca7bad8f8c57776b17c2,1,1.0
nazario5_000129_3af40e25ccc5,tpl_3ef6304d98b99fb6,ad161e94a3bf7cb05d1b0f9a46c1fe80b4f9303eaad3af110c5c2fed58c4ee3a,1,1.0
nazario5_000130_7cc11a6ad32a,tpl_211b4592cfd21dcc,cebff35199c12ed0e89ac04f17b3cb2b81a355be4c1b5387175b9171289e30b3,1,1.0
nazario5_000131_06da1e5c4f1a,tpl_f31a9b4cbdd2cdf3,c453c54194b2cf99c353eb6f8a1a314b708828aa6ca8aa062d5b0542a9a27661,1,1.0
nazario5_000132_4ce2f97c1b64,tpl_da0d04c5a9823104,a7a13e851547c3b4f498203b070cc148d3d9ca57aa8dddbf4352ce51b1071f5b,1,1.0
nazario5_000133_d672fedce7b1,tpl_187a67cd4f7603f0,40859048d233c8381923d6ffb4b97b1f0fa46fe74e6adf383912621dd1fadc68,1,1.0
nazario5_000134_5614eb835e63,tpl_febb262f0b03f452,40e6eaff7bb2e6a55f9089ef7ca9903286ad21392bdc0178e8c32dda4a0c0569,1,1.0
nazario5_000135_1d9927133ba1,tpl_9f66deb255fc71f2,85dc5b5f0d68dc2b3c411c8fc5f459e5cda08bce60214c29cc7495554c70ef5b,1,1.0
nazario5_000136_d44f2f216fd5,tpl_99f10e2b039c8d21,7e8a79807733749dbca89dcfe16a589e1e4687af355c030adf5d9b63a447b69b,1,1.0
nazario5_000137_c64f34bc457f,tpl_32eda2111dbfc69d,b9538bc5e2cbbb8a9017bc0a27376ab6c79d09d8c53791f23fa6451c78529507,1,1.0
nazario5_000138_8dad5a676eb1,tpl_219e97446fc87fb6,87ded195e06dc3202b250cc48420aec671a87fca4775ea9e324bd93f0fec1b01,1,1.0
nazario5_000139_580739d4a6c2,tpl_9a152d30c8789b46,9bd108945bbd665302a4a62b2822c051f4d40bb19105c7e3dec8417c7dc6e569,1,1.0
nazario5_000140_14d6713d3ed3,tpl_c63f68791ef6c783,cd34df6e4b55f824e9d453d90e760cb310cfdb31376b818a1c3c0c12cd3ba86c,1,1.0
nazario5_000141_29816ff45512,tpl_40fc93435989c1bd,7cbf2d3e6bb90861bdfff2849869a36442180ec3b79506e14a08994c9bf0ce40,2,1.0
nazario5_000142_b1508338ea36,tpl_40fc93435989c1bd,355242eca6b0c5af7e7a52368cf5db2644b18a54afdf9447e06b919dacdc75a5,2,1.0
nazario5_000143_86f0320a8eda,tpl_0a0202a5ffbf856e,16b53d17724d3af02be1efed7b79cb24815b1320c16927e1348b5828f5b61968,1,1.0
nazario5_000144_0add9964b514,tpl_cb8f34a71da82b6f,ee4f0ae85cb81ae0795aaaa467e8273e7744ab920d8f4b01446a501396138dc1,1,1.0
nazario5_000145_e93f696b5ec7,tpl_a3cc874722a51a2b,3bbf6ed3720dad857c8a62cee28e04985310fbb1dcf962272a810a921838c75d,1,1.0
nazario5_000146_8fb4ce013df9,tpl_014a87d7c5421155,3afd13f656a4f98367066310103ae828c2caf501526c644af377c1e5d54bdf0a,1,1.0
nazario5_000147_1bac9a557858,tpl_9c0aa341aa7410f5,b565551bbbe5233a2b0dc5505d1e8d2900b2d4296be868ad8d84be3e38fa03e8,1,1.0
nazario5_000148_1bcef0ddd962,tpl_06c30b8d6fdb0e5f,37dfad16c8e7edae3957910bd0e5bb7694504f6154f2e22c88cc60c02ecb874c,2,1.0
nazario5_000149_4f544303d86a,tpl_908f212f3aad6b4f,6092009dbd399c2f0a35c39d7f701593c55c23c79fe32a1a58e4083ec0ec41ed,1,1.0
nazario5_000150_91b954225e39,tpl_86966b8193b67c1c,06a9a6d6851b1c8d09b8e804d405830c5e04b0e54cd146f394bac3d19f3c933f,1,1.0
nazario5_000151_68755deb33be,tpl_06c30b8d6fdb0e5f,d42a7170263e908cf5e0adb45ffa9c8093a0c3855399d74ef13cd15c650414e3,2,1.0
nazario5_000152_a4f7175353ca,tpl_3341effe6503284f,96af52512fb3ddd3b4cb24d268d52fc2dfc7d525a49e0f0745e3f9f4fbdbc58a,1,1.0
nazario5_000153_342273d79f0c,tpl_55c9896589a5b233,5b2fc8e7167a8565726b3e7c17e051f1dc199502a1a2b926a9930aac4aeb46e7,1,1.0
nazario5_000154_453d985b97eb,tpl_f11439d9597d7bbe,861936582e3d3d9f6f1d5489ef64b972be6bb7bc9e61647bb4100afb8ab17bc3,1,1.0
nazario5_000155_e5e462519d95,tpl_a58be0c98d0f0caf,ef772eb7343dbaea7aedce32aad6106e6173c0e4b44656ef4c73635bdb85ba8b,1,1.0
nazario5_000156_6c27f7d968df,tpl_91578efd1562d65f,b611d4462b14eae41a1e118fd4fa9a0a580f378acc34ad63b1e46a1e0e162eed,2,1.0
nazario5_000157_f6be30ca6bf1,tpl_91578efd1562d65f,90693ab37679ff5095cc30c68e89734b58d9a3e5cd4d88c41256b27b4cb92b8a,2,1.0
nazario5_000158_1a6d4b1956b4,tpl_780bc7cd82216262,d136398c30109193511ec0f948d1854c7cf514e0d7f2174bff1cb72552d39247,1,1.0
nazario5_000159_a9c058d97031,tpl_43d2a83a90034e23,3328441b07cb1d658d563f2d720dcbe6b3b9aa28094cb1e1e6b1b9f9176eeab2,1,1.0
nazario5_000160_971462d1bdc1,tpl_8a490611eaca7c9c,6cb8c4e65598499f2be3bddb1ce4882b1ad76ab48c970752bb23e68cae4c91e4,1,1.0
nazario5_000161_d3f38bf61a0e,tpl_d92547ebea01c8f7,860a1c7f9009a742c9fb505476508f1d27b2a340eb94c16521da1a34acfcc8ed,1,1.0
nazario5_000162_77339a1ee24c,tpl_6750878c428f92eb,96d1b6840b1a036a6abde9039592cd972cb78ae8fcc292d1f470b86950e2e802,1,1.0
nazario5_000163_db39af9fde54,tpl_436e7732c889a601,f21fb56df3198bbaf4c7b61f46c13191f49046de8e84203f75b8a9d3956962f0,1,1.0
nazario5_000164_fe2b32f16286,tpl_faba59b02ccdd435,f7e7dba8a99fa309ef93feff1d14ccd6424b44bfe7558b4e5f31b310176b1efc,27,1.0
nazario5_000165_a2c16bfaf645,tpl_ea5e4cdc5546e394,bbbc5244e63e8134640edb200a5f7b22cb1c7cdca2b96acf6f305e6f70b01311,1,1.0
nazario5_000166_d7ae6dec183d,tpl_a13307f17a845ed1,95c408b858aff6c6811bac1b30341f1f8b885bd6ab71045fc99a00561b4a2e3b,1,1.0
nazario5_000167_8a93340531f3,tpl_64e1552610668f5e,43eb8d98c544a73c6f55953ceab66200588c51f909c9424b5834f2c849ab523f,1,1.0
nazario5_000168_3c3f9c8b4efd,tpl_a78426bf2eee098d,e9bb1d38de7e59cb078e6e47110d6f27bcad4c2e2b7dcbd9bae568729dc918d3,1,1.0
nazario5_000169_46b3472747a4,tpl_56091efaacd635bb,91b24f93613103432f8945c4a5823b068c845e155076e32b39b06d6dc0547217,1,1.0
