email_id,raw_text_hash,sanitised_text_hash,duplicate_group_id,duplicate_group_size,duplicate_label_consistent
nazario5_000100_55f77b59397a,00e13bd71344914d4753be3760381bb4306af3dd8245f53614a0d392982c707b,3c4976c4987f03c1dd112cad3ef3b85574d5676de038e4434f0fb9ebcfe4a912,dup_3c4976c4987f03c1,1,True
nazario5_000101_c064514ad7f9,8b6e7f67ec89c8705a6f3c2f5a8301efb63a6676b6ddb9ab6920deaa862f0db0,1a6ba3469c7ed8d61398d0e21bdc0b83d9ea046ed809b54f163b93571997c5cf,dup_1a6ba3469c7ed8d6,1,True
nazario5_000102_a9ed6fdd2696,17f38790ca9d393dd6e1dfc5236919add6b6f77d8170fc80786dd4604296754e,4414370bb491820c712fbe27513b28d2acbfd83c502796969e1aa770010863a2,dup_4414370bb491820c,1,True
nazario5_000103_b713493ea5be,80ca4fb1857b5e0248a3ade52725413628c067236f993568c67014bd66da50d3,1a79a801fc767bb11a9065a8efc2078ecc7eed3b42f0f0a7539b5ce07a9db4d1,dup_1a79a801fc767bb1,1,True
nazario5_000104_a612e1125619,dc99c8b9040bc20f42706225a05ffe9bc5105c3e78e67ec0e71236ed1bb6844b,774b3640e4408d44f518bec675eebe87edfea32525e56f5e840817affcf8f35c,dup_774b3640e4408d44,1,True
nazario5_000105_272574846ca7,4b13d6da854c9099bd1b1cdb7bbbebe796c1d2597f5928e26b08fe3232c7d1cd,6ab749b792e96958fe3df34efd8bd9bfef0391135ef5afb5b0622ce6f443ac4f,dup_6ab749b792e96958,1,True
nazario5_000106_f897e18ec99e,ed24ddb82d09073ee69cb6f328c6d46026abda61561cdd0220f7a77aa73b100e,a850c95477cda5302ddc92ead447427200375cb937a72f39f21a67e97065bd15,dup_a850c95477cda530,1,True
nazario5_000107_a58dffdf2c3e,ee8b3617cdbfa8a2946a8380ec5627db49f2827949680fb8e6744568c8ac7b4c,9abba0c4cb730155d47d4e0568cad7aae51e1bdefab976835176be121d3a3b76,dup_9abba0c4cb730155,1,True
nazario5_000108_8c7e754ad314,867d3d9b6b05151611164af44281a1de4fb7682d27aa0731b9c7584ca25cc817,59563d37adcd827df0a1bc947b8958c15108a1d3e47e03b37218b1dd008cd7d5,dup_59563d37adcd827d,1,True
nazario5_000109_6bb4cf0cf72d,be95c2e24a3dc4ca14b9b51b881fc9e2d96c51ea4494960f3abf7c131bd70364,17ccee98e400c2b6804e0853be8649f97bc7c7933a2328bcbaae625a2d320531,dup_17ccee98e400c2b6,1,True
nazario5_000110_dae6d4753982,b21e81ea4878af3a01c82f176ed656163c73c42f0a15505b97621fdecafbdee9,e3ad1ffd6cc97095250ec8547682dec18ccda199cc5cd95c0702ce0345211f1d,dup_e3ad1ffd6cc97095,1,True
nazario5_000111_150e02b4dd21,434f24890ddc4c2e238ee1e7482d51610a6bc094db8df12ba74a09649a396afa,06c9e6799800af03d36f9ee2d01ab9a9cfc3780b266694635549c5d5ca6dcff8,dup_06c9e6799800af03,1,True
nazario5_000112_631896d45f7a,f68af0082fba7af262252246f8997aa66f9558e67937710d40ee9514cd54c3f3,941e49dd9b402c2e0fd860948f54a28fefca20920a65aaa6047b4b25b5b73eec,dup_941e49dd9b402c2e,1,True
nazario5_000113_0be16a374f75,3a12a28fc5bad82cf3606b6862cedd188202f26004eaa8ab95186b3cbf70ffa8,15024920c6d671ff3956c9c211d9867c005de5bf5d1c5ab142660ca146b43579,dup_15024920c6d671ff,1,True
nazario5_000114_0efdb3161eac,6424cacffa02163c7959c274582b92603c9b671c8f56a85a5cd74a9cac52686a,76ea81dcf32e4c014985a78b4287093b905e4422c96a415d661e2f882bca2831,dup_76ea81dcf32e4c01,1,True
